City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,kapuskasing,49.4169,-82.4331,10.0,57,100,2.06,CA,1712893143
326,west end,26.6833,-78.9667,25.99000000000001,87,41,10.08,BS,1712893150
327,magalia,39.8121,-121.5783,19.75,85,2,3.21,US,1712893150
328,vilyuysk,63.7553,121.6247,-15.560000000000002,78,56,4.02,RU,1712893150
329,shingu,33.7333,135.9833,17.700000000000045,66,90,3.57,JP,1712892889
330,shagonar,51.5333,92.8,4.740000000000009,68,100,0.33,RU,1712893150
331,bangassou,4.7413,22.8184,22.450000000000045,62,82,1.31,CF,1712893151
332,nova vicosa,-17.8919,-39.3719,26.07000000000005,80,13,2.93,BR,1712893151
333,tres arroyos,-38.3739,-60.2798,9.07000000000005,69,100,2.64,AR,1712893151
334,road town,18.4167,-64.6167,25.620000000000005,80,82,11.63,VG,1712893151
335,revda,56.801,59.9303,9.430000000000007,78,81,5.88,RU,1712892885
336,mamuju,-2.6748,118.8885,24.52000000000004,96,100,0.82,ID,1712893152
337,aripuana,-9.1667,-60.6333,23.689999999999998,99,100,0.93,BR,1712893152
338,ishigaki,24.3448,124.1572,28.07000000000005,78,20,5.66,JP,1712893152
339,pagar alam,-4.0167,103.2667,23.010000000000048,97,100,0.55,ID,1712893152
340,kaa-khem,51.6833,94.7333,1.8900000000000432,60,100,3.12,RU,1712893152
341,al bayda,32.7627,21.7551,10.010000000000048,93,40,2.62,LY,1712893153
342,kavieng,-2.5744,150.7967,28.54000000000002,75,81,3.32,PG,1712892863
343,pocinhos,-7.0767,-36.0611,23.160000000000025,99,67,2.05,BR,1712893153
344,baardheere,2.3446,42.2764,28.08000000000004,77,26,3.81,SO,1712893153
345,kabalo,-6.05,26.9167,21.57000000000005,97,61,1.55,CD,1712893153
346,itamaraca,-7.7478,-34.8256,29.03000000000003,85,36,1.78,BR,1712893154
347,sao vicente,-23.9631,-46.3919,25.150000000000034,26,100,0.53,BR,1712893154
348,aguilar de campoo,42.7945,-4.2589,10.970000000000027,70,26,0.76,ES,1712893154
349,ivdel',60.6911,60.4206,5.57000000000005,90,100,3.58,RU,1712892858
350,swift current,50.2834,-107.8014,5.4500000000000455,36,0,5.14,CA,1712893155
351,bogale,16.2833,95.4,37.64000000000004,30,2,1.29,MM,1712893155
352,callaway,30.153,-85.5699,17.170000000000016,77,0,4.12,US,1712892879
353,jekulo,-6.8057,110.9262,30.439999999999998,71,83,2.53,ID,1712893155
354,fortuna,40.5982,-124.1573,10.370000000000005,87,75,0.0,US,1712893155
355,leh,34.1667,77.5833,-6.21999999999997,75,80,1.34,IN,1712893155
356,dunedin,-45.8742,170.5036,10.450000000000045,83,100,1.79,NZ,1712893156
357,wawa,9.9022,4.4192,29.170000000000016,60,98,4.02,NG,1712893156
358,antalaha,-14.9003,50.2788,25.960000000000036,85,45,1.29,MG,1712893156
359,lisala,2.15,21.5167,21.33000000000004,92,96,1.32,CD,1712893156
360,yamada,39.4667,141.95,13.300000000000011,71,97,4.75,JP,1712892882
361,nuuk,64.1835,-51.7216,-3.659999999999968,86,75,2.57,GL,1712892988
362,sarzedo,-20.0353,-44.1447,24.390000000000043,92,25,1.6,BR,1712893157
363,kamaishi,39.2667,141.8833,12.180000000000007,79,99,3.36,JP,1712893157
364,mulanje,-16.0316,35.5,19.900000000000034,97,100,3.45,MW,1712893157
365,cidreira,-30.1811,-50.2056,21.120000000000005,78,100,7.05,BR,1712892868
366,auki,-8.7676,160.7034,29.890000000000043,66,100,1.74,SB,1712893158
367,fort mcmurray,56.7268,-111.381,10.770000000000039,34,100,6.17,CA,1712892932
368,sechura,-5.5569,-80.8222,24.160000000000025,71,55,5.87,PE,1712893158
369,dubbo,-32.25,148.6167,24.07000000000005,41,40,3.6,AU,1712893158
370,lompoc,34.6391,-120.4579,18.210000000000036,95,75,2.06,US,1712893158
371,amga,60.8953,131.9608,-1.759999999999991,93,100,4.5,RU,1712893158
372,hirara,24.8,125.2833,26.920000000000016,83,40,8.23,JP,1712893159
373,rupert,42.6191,-113.6772,14.970000000000027,33,0,2.57,US,1712893116
374,norresundby,57.0483,9.9352,8.360000000000014,94,40,5.14,DK,1712893159
375,thunder bay,48.4001,-89.3168,6.990000000000009,100,75,2.57,CA,1712893159
376,warrnambool,-38.3833,142.4833,15.629999999999995,63,100,5.38,AU,1712893159
377,papao,-17.75,-149.55,28.82000000000005,85,95,10.81,PF,1712893160
378,rurrenabaque,-14.4413,-67.5278,22.939999999999998,100,84,0.39,BO,1712893160
379,terrace,54.5163,-128.6035,6.9500000000000455,70,75,2.06,CA,1712892939
380,ust-tsilma,65.441,52.1498,1.4500000000000455,99,100,7.6,RU,1712893160
381,westport,41.1415,-73.3579,17.010000000000048,91,100,5.81,US,1712893048
382,harnosand,62.6323,17.9379,0.010000000000047748,86,74,4.59,SE,1712893160
383,togur,58.3631,82.8265,-8.810000000000002,67,16,0.89,RU,1712893161
384,sanctuary point,-35.1114,150.629,22.210000000000036,61,4,5.31,AU,1712893161
385,chibougamau,49.9168,-74.3659,4.7900000000000205,100,100,4.63,CA,1712893157
386,nadi,-17.8,177.4167,31.0,66,20,5.14,FJ,1712893161
387,paris,48.8534,2.3488,12.460000000000036,96,0,1.03,FR,1712893033
388,shakhovskaya,56.0283,35.5097,7.53000000000003,70,100,6.28,RU,1712893162
389,adrar,20.5022,-10.0711,27.629999999999995,14,0,7.81,MR,1712893162
390,tortum,40.2973,41.5477,5.970000000000027,90,98,0.27,TR,1712893162
391,san luis de la loma,17.2706,-100.8939,25.53000000000003,75,3,1.27,MX,1712893162
392,gisborne,-38.6533,178.0042,20.730000000000018,73,100,6.67,NZ,1712893163
393,poronaysk,49.2167,143.1167,13.680000000000007,38,2,5.64,RU,1712893164
394,praia da vitoria,38.7333,-27.0667,16.140000000000043,94,20,1.53,PT,1712893164
395,rovaniemi,66.5,25.7167,1.670000000000016,75,75,3.09,FI,1712893164
396,cozumel,20.5083,-86.9458,24.410000000000025,81,98,5.09,MX,1712893021
397,alaghsas,17.0187,8.0168,27.710000000000036,11,97,3.2,NE,1712893165
398,yelizovo,53.1873,158.3805,8.080000000000041,31,0,6.0,RU,1712893165
399,timmins,48.4669,-81.3331,5.900000000000034,100,100,1.54,CA,1712893143
400,mwinilunga,-11.7358,24.4293,16.950000000000045,98,98,1.38,ZM,1712893166
401,kirakira,-10.4544,161.9205,29.980000000000018,68,33,3.34,SB,1712893166
402,antonio enes,-16.2325,39.9086,26.200000000000045,79,100,5.97,MZ,1712893166
403,kuusamo,65.9667,29.1833,0.020000000000038654,80,100,3.09,FI,1712893167
404,severo-yeniseyskiy,60.3725,93.0408,-10.109999999999957,76,100,2.29,RU,1712893167
405,palmer,42.1584,-72.3287,16.650000000000034,83,100,4.12,US,1712893167
406,baihe,22.15,107.2333,28.310000000000002,64,100,3.94,CN,1712893167
407,barah,13.7,30.3667,21.850000000000023,13,35,4.15,SD,1712893167
408,atbara,17.7022,33.9864,22.810000000000002,18,5,6.78,SD,1712893168
409,hoa binh,20.8133,105.3383,29.220000000000027,65,100,1.74,VN,1712893168
410,bengkulu,-3.8004,102.2655,26.620000000000005,89,99,1.34,ID,1712892870
411,port blair,11.6667,92.75,31.75,60,19,4.92,IN,1712893168
412,selebi-phikwe,-21.979,27.8498,15.930000000000007,81,72,5.85,BW,1712893168
413,harrisburg,40.2737,-76.8844,18.54000000000002,95,100,5.14,US,1712892999
414,yaren,-0.5472,166.916,28.58000000000004,74,99,3.13,NR,1712893169
415,laguna,38.421,-121.4238,23.99000000000001,53,0,3.09,US,1712893169
416,bam,29.106,58.357,25.189999999999998,28,0,4.36,IR,1712893169
417,balotra,25.8333,72.2333,31.510000000000048,31,38,4.69,IN,1712893170
418,yeniseysk,58.4497,92.1703,-6.139999999999986,72,100,3.58,RU,1712893170
419,campina grande do sul,-25.3056,-49.0553,19.430000000000007,98,100,1.6,BR,1712893170
420,anna regina,7.2644,-58.5077,26.77000000000004,78,13,3.86,GY,1712893170
421,georgetown,5.4112,100.3354,33.860000000000014,62,20,2.57,MY,1712893164
422,praya,14.9215,-23.5087,21.30000000000001,78,20,3.09,CV,1712893171
423,enewetak,11.3474,162.3373,26.77000000000004,80,78,8.9,MH,1712893063
424,coronel suarez,-37.4547,-61.9334,9.090000000000032,80,100,2.01,AR,1712893171
425,broome,42.2506,-75.833,17.720000000000027,87,100,8.23,US,1712893171
426,pocone,-16.2567,-56.6228,23.32000000000005,88,99,1.45,BR,1712893171
427,la ronge,55.1001,-105.2842,1.1400000000000432,75,0,1.03,CA,1712893171
428,inhambane,-23.865,35.3833,19.99000000000001,94,75,5.14,MZ,1712893172
429,borodino,55.9106,94.8983,-1.1200000000000045,64,100,3.71,RU,1712893172
430,freeport,40.6576,-73.5832,16.370000000000005,92,100,11.32,US,1712892931
431,selfoss,63.9331,-20.9971,2.25,94,100,2.63,IS,1712893081
432,muntok,-2.0667,105.1833,28.54000000000002,78,73,1.2,ID,1712893172
433,shalqar,47.8333,59.6,7.4500000000000455,55,13,3.54,KZ,1712893173
434,kotlas,61.2611,46.6556,6.7000000000000455,72,100,5.81,RU,1712893173
435,bonthe,7.5264,-12.505,24.920000000000016,88,97,2.08,SL,1712893051
436,bamboo flat,11.7,92.7167,31.620000000000005,59,22,4.51,IN,1712893065
437,pleasanton,37.6624,-121.8747,18.600000000000023,71,1,1.69,US,1712893029
438,ilhabela,-23.7781,-45.3581,23.24000000000001,91,97,0.72,BR,1712892901
439,walvis bay,-22.9575,14.5053,14.53000000000003,100,51,3.09,NA,1712893174
440,arhribs,36.7936,4.3116,8.950000000000045,93,87,0.46,DZ,1712893174
441,whangarei,-35.7317,174.3239,24.260000000000048,46,8,2.48,NZ,1712893174
442,qaqortoq,60.7167,-46.0333,-8.870000000000005,85,14,2.96,GL,1712893174
443,mrakovo,52.7161,56.6244,9.400000000000034,69,100,5.33,RU,1712893174
444,abu ghurayb,33.3083,44.185,14.970000000000027,77,0,2.57,IQ,1712893175
445,at taj,24.2049,23.2857,17.230000000000018,31,60,4.21,LY,1712893050
446,ambodifotatra,-16.9833,49.85,28.03000000000003,89,75,2.06,MG,1712893175
447,saint-francois,46.4154,3.9054,7.03000000000003,94,0,2.06,FR,1712892881
448,howard springs,-12.497,131.047,31.100000000000023,73,97,4.81,AU,1712893175
449,altdorf,49.3875,11.3572,4.510000000000048,86,41,0.62,DE,1712893176
450,antsiranana,-12.2787,49.2917,25.420000000000016,88,20,0.0,MG,1712893176
451,evanston,42.0411,-87.6901,12.270000000000039,71,100,2.57,US,1712892912
452,itoman,26.1247,127.6694,26.010000000000048,66,40,5.14,JP,1712893176
453,tidjikja,18.5564,-11.4271,29.350000000000023,14,16,5.7,MR,1712893133
454,bulawayo,-20.15,28.5833,14.460000000000036,87,100,5.93,ZW,1712893176
455,machico,32.7,-16.7667,23.730000000000018,38,0,5.66,PT,1712893177
456,copala,16.65,-98.9833,25.379999999999995,77,9,1.73,MX,1712892880
457,olds,51.7834,-114.102,9.470000000000027,42,100,6.17,CA,1712893177
458,las varillas,-31.8721,-62.7195,16.29000000000002,61,100,3.62,AR,1712893177
459,braslaw,55.644,27.0455,10.020000000000039,85,100,5.54,BY,1712893177
460,wuchang,44.9143,127.15,20.939999999999998,37,95,10.4,CN,1712893178
461,aioun,16.6614,-9.6149,31.680000000000007,13,6,6.54,MR,1712893178
462,taza,34.25,-3.75,12.78000000000003,48,6,2.38,MA,1712893178
463,saguenay,48.4168,-71.0657,6.710000000000036,92,100,10.29,CA,1712893097
464,san patricio,28.017,-97.5169,21.05000000000001,48,4,3.34,US,1712893178
465,okhotsk,59.3833,143.3,-0.9699999999999704,93,63,1.27,RU,1712893179
466,urucara,-2.5364,-57.76,24.80000000000001,97,100,0.46,BR,1712893179
467,sinabang,2.4803,96.3801,30.52000000000004,66,68,1.8,ID,1712893179
468,rabo de peixe,37.8,-25.5833,17.77000000000004,99,40,1.54,PT,1712893179
469,bagan serai,5.0108,100.541,33.900000000000034,68,56,1.35,MY,1712893179
470,kathu,7.9178,98.3332,32.900000000000034,64,84,5.09,TH,1712893180
471,kismayo,-0.3582,42.5454,29.25,74,68,3.56,SO,1712893180
472,olyokminsk,60.3736,120.4264,-4.560000000000002,57,100,2.65,RU,1712893180
473,zapala,-38.8992,-70.0544,5.689999999999998,90,88,4.32,AR,1712893180
474,paramonga,-10.6667,-77.8333,21.420000000000016,88,87,3.22,PE,1712893181
475,hilvan,37.5869,38.9551,14.53000000000003,93,0,3.6,TR,1712893181
476,cambria,35.5641,-121.0808,20.410000000000025,95,26,0.45,US,1712893181
477,atkarsk,51.8718,45.0078,15.120000000000005,78,100,2.75,RU,1712893181
478,kinablangan,7.6947,126.5503,28.260000000000048,66,66,3.06,PH,1712893181
479,spring creek,40.7266,-115.5859,13.730000000000018,42,53,2.5,US,1712893182
480,las tablas,7.7667,-80.2833,26.210000000000036,99,50,1.94,PA,1712893182
481,palu,-0.8917,119.8707,26.660000000000025,95,100,0.67,ID,1712893182
482,narrabri,-30.3167,149.7833,27.510000000000048,41,0,0.89,AU,1712893089
483,kenora,49.8167,-94.4337,5.5400000000000205,70,40,3.6,CA,1712893182
484,al jawf,29.5,38.75,17.150000000000034,42,0,2.61,SA,1712893183
485,sihanoukville,10.6093,103.5296,31.970000000000027,62,40,4.63,KH,1712893183
486,moyynkum,44.2914,72.9469,9.810000000000002,54,100,8.35,KZ,1712893183
487,manavalakurichi,8.1333,77.3,31.590000000000032,58,100,2.38,IN,1712893183
488,altai,46.3722,96.2583,5.480000000000018,47,50,12.16,MN,1712893183
489,medina,24.4686,39.6142,21.24000000000001,18,0,1.54,SA,1712892956
490,brisas de zicatela,15.8369,-97.0419,26.850000000000023,77,63,2.87,MX,1712893184
491,kayangel,8.0823,134.7173,28.400000000000034,76,99,4.51,PW,1712893008
492,faya-largeau,17.9257,19.1043,24.27000000000004,12,46,7.62,TD,1712893184
493,wellington,-41.2866,174.7756,13.370000000000005,94,100,8.75,NZ,1712892969
494,danshui,22.7984,114.4672,31.620000000000005,48,15,1.67,CN,1712893184
495,tsiombe,-25.3,45.4833,20.58000000000004,74,100,2.43,MG,1712893185
496,colby,39.3958,-101.0524,10.03000000000003,33,0,2.57,US,1712893185
497,igrim,63.1906,64.4162,2.240000000000009,95,100,5.38,RU,1712893185
498,sonoita,31.85,-112.8333,24.600000000000023,16,24,1.63,MX,1712893185
499,pisco,-13.7,-76.2167,22.03000000000003,83,0,1.54,PE,1712893185
500,lubbenau,51.8667,13.9667,10.230000000000018,78,100,2.93,DE,1712893185
501,phillipsburg,40.6937,-75.1902,18.710000000000036,71,100,1.34,US,1712892916
502,springbok,-29.6643,17.8865,15.660000000000025,26,54,6.93,ZA,1712893186
503,sakaiminato,35.55,133.2333,20.99000000000001,49,40,5.14,JP,1712893186
504,alvaraes,-3.2208,-64.8042,24.05000000000001,98,97,1.23,BR,1712893186
505,yuzhno-kurilsk,44.0306,145.8556,4.650000000000034,76,100,5.27,RU,1712893187
506,iskateley,67.6803,53.1512,1.6800000000000068,100,100,7.6,RU,1712893187
507,el charco,2.4769,-78.1105,24.910000000000025,89,39,1.08,CO,1712893187
508,picos,-7.0769,-41.4669,23.57000000000005,91,19,1.16,BR,1712893001
509,vadso,70.0744,29.7487,0.4900000000000091,86,75,4.63,NO,1712893188
510,viedma,-40.8135,-62.9967,11.710000000000036,79,99,2.49,AR,1712893036
511,humaita,-7.5061,-63.0208,23.120000000000005,99,68,0.99,BR,1712893188
512,villa gesell,-37.2639,-56.973,13.360000000000014,60,100,3.13,AR,1712893188
513,tshabong,-26.05,22.45,15.060000000000002,38,2,4.34,BW,1712893188
514,castillos,-34.1667,-53.8333,16.79000000000002,55,87,2.71,UY,1712893189
515,polyarnyy,69.1989,33.4478,-1.3199999999999932,84,100,8.11,RU,1712893189
516,sol'-iletsk,51.1631,54.9918,11.140000000000043,64,100,5.85,RU,1712893189
517,qarqaraly,49.4058,75.4742,-1.2199999999999704,50,10,2.46,KZ,1712893189
518,acapulco de juarez,16.8634,-99.8901,25.900000000000034,89,0,3.09,MX,1712893190
519,egilsstadir,65.2653,-14.3948,1.9500000000000455,75,75,4.12,IS,1712893190
520,floro,61.5996,5.0328,9.980000000000018,71,40,8.75,NO,1712893126
521,marsa alam,25.0757,34.8918,22.25,38,30,3.94,EG,1712893190
522,chantada,42.6088,-7.7712,11.5,96,26,0.76,ES,1712893190
523,petropavlovsk-kamchatsky,53.0452,158.6483,7.330000000000041,31,0,6.0,RU,1712893190
524,andovoranto,-18.95,49.1,25.480000000000018,92,98,3.2,MG,1712893191
525,maricopa,33.0581,-112.0476,28.180000000000007,18,0,3.09,US,1712893191
526,mount pleasant,32.7941,-79.8626,21.160000000000025,80,40,5.66,US,1712893044
527,quang ngai,15.1167,108.8,34.879999999999995,44,77,4.64,VN,1712893191
528,satipo,-11.2522,-74.6386,21.100000000000023,99,97,1.18,PE,1712893191
529,remire-montjoly,4.9167,-52.2667,27.02000000000004,94,75,4.63,GF,1712893192
530,ciudad lazaro cardenas,17.9583,-102.2,23.560000000000002,83,7,0.87,MX,1712893192
531,bukama,-9.2,25.85,20.600000000000023,97,84,1.06,CD,1712893192
532,mormugao,15.4,73.8,28.590000000000032,70,20,2.57,IN,1712893192
533,nonsan,36.2039,127.0847,22.25,46,93,0.93,KR,1712893193
534,orcopampa,-15.2661,-72.3417,7.640000000000043,93,100,0.14,PE,1712893193
535,koumra,8.9126,17.5539,28.890000000000043,49,100,0.34,TD,1712893193
536,burgersdorp,-30.9977,26.3286,4.420000000000016,66,0,2.28,ZA,1712893193
537,neiafu,-18.65,-173.9833,29.379999999999995,79,40,4.12,TO,1712893193
538,casino,-28.8667,153.05,24.200000000000045,50,0,1.73,AU,1712893193
539,dolores,-36.3132,-57.6792,11.890000000000043,63,100,2.93,AR,1712892915
540,praia,14.9215,-23.5087,21.30000000000001,78,20,3.09,CV,1712893171
541,gunjur,13.2019,-16.7339,21.04000000000002,94,0,4.63,GM,1712893194
542,nogliki,51.8333,143.1667,3.5200000000000387,88,10,5.36,RU,1712893156
543,tete,-16.1564,33.5867,23.05000000000001,43,75,1.54,MZ,1712893194
544,argo,37.6333,22.7333,16.810000000000002,49,88,3.1,GR,1712893195
545,kone,-21.0595,164.8658,23.83000000000004,83,100,0.46,NC,1712893195
546,correntina,-13.3433,-44.6367,23.02000000000004,75,81,1.12,BR,1712893195
547,gatton,-27.55,152.2833,27.460000000000036,39,0,2.74,AU,1712893195
548,slavyanka,42.8633,131.3847,8.330000000000041,76,47,2.64,RU,1712893195
549,canovelles,41.6167,2.2833,16.83000000000004,69,0,1.03,ES,1712893195
550,callao,-12.0667,-77.15,24.840000000000032,83,40,4.63,PE,1712893196
551,changling,44.2653,124.0005,22.189999999999998,36,85,11.34,CN,1712893196
552,obo,5.3998,26.4869,22.890000000000043,70,96,1.4,CF,1712893196
553,seryshevo,51.0933,128.3786,17.08000000000004,49,100,8.1,RU,1712893196
554,san jeronimo,-11.9472,-75.2829,9.370000000000005,84,100,1.35,PE,1712893197
555,jayapura,-2.5333,140.7,32.660000000000025,80,86,2.7,ID,1712893197
556,fauske,67.2588,15.3918,4.020000000000039,90,100,3.16,NO,1712893197
557,aral,40.5156,81.2636,22.510000000000048,11,49,5.01,CN,1712893197
558,suva,-18.1416,178.4415,29.710000000000036,70,40,4.12,FJ,1712893197
559,taltal,-25.4,-70.4833,17.54000000000002,83,27,0.81,CL,1712893191
560,awjilah,29.1081,21.2869,16.900000000000034,35,0,3.05,LY,1712893198
561,wewak,-3.5534,143.6268,28.960000000000036,82,15,3.28,PG,1712893198
562,vallegrande,-18.4897,-64.1069,14.689999999999998,96,100,0.74,BO,1712893198
563,tuy hoa,13.0833,109.3,31.650000000000034,57,98,4.45,VN,1712893198
564,vilyuchinsk,52.9306,158.4028,8.150000000000034,98,47,1.32,RU,1712893198
565,beira,-19.8436,34.8389,23.05000000000001,88,100,7.2,MZ,1712893139
566,omamacho-omama,36.4333,139.2833,20.25,44,61,2.54,JP,1712893199
567,jarny,49.1574,5.8788,11.220000000000027,94,71,0.45,FR,1712893199
568,tot'ma,59.9747,42.7642,5.260000000000048,88,100,5.27,RU,1712893199
569,nilokheri,29.8333,76.9167,32.960000000000036,13,61,1.88,IN,1712893200
570,asilah,35.465,-6.0348,16.980000000000018,66,5,10.18,MA,1712893200
571,orsa,54.5153,30.4053,8.470000000000027,70,100,5.46,BY,1712892948
572,pagsanghan,11.9657,124.7212,29.620000000000005,67,93,2.88,PH,1712893200
573,okha,53.5739,142.9478,1.8100000000000023,86,23,4.02,RU,1712893166
574,kerema,-7.9631,145.7785,25.629999999999995,91,100,4.85,PG,1712893201
575,san clemente del tuyu,-36.3569,-56.7235,13.32000000000005,62,100,3.53,AR,1712893143
576,colonia,50.9333,6.95,14.360000000000014,85,75,3.09,DE,1712893201
577,santa ana,33.7456,-117.8678,24.58000000000004,83,100,5.66,US,1712892960
